ID,FISCAL YEAR,AMOUNT IN CONTROVERSY,amountSought,DISPUTE,Claimant name,Claimant country,Respondent State,CLAIMANT COUNSEL,RESPONDENTSCOUNSEL,ARBITRAL INST SITE,ARBITRATORS,Arbitrator1,Arbitrator2,Arbitrator3,description,SOURCE,TYPE
UNC465,2013,$1 billion,1000000000,Tethyan Copper Company Pty. Ltd. v. Government of Pakistan,Tethyan Copper Company Pty. Ltd.,Australia,Pakistan,Debevoise & Plimpton,"Advocate General, Balochistan; ABS & Co; 12 Gray's Inn Square; Matrix Chambers","ICSID/Washington, D.C.",Klaus Sachs; Lord Leonard Hoffman;  Stanimir Alexandrov,Klaus Sachs,Lord Leonard Hoffman,Stanimir Alexandrov,"In a mining joint venture with the Balochistan province of Pakistan, Tethyan invested more than $240 million on exploration and feasibility plans. After being denied a mining license, the foreign investor then filed parallel arbitrations under its joint venture agreement with Balochistan and, here, under the Australia-Pakistan BIT. The respondent disputes Tethyan’s claims. The merits hearing is scheduled for December 2013.",,TREATY
UNC468,2013,$135 million,135000000,OAO Gazprom v. Lithuania,OAO Gazprom,Russia,Lithuania,Winston & Strawn,Shearman & Sterling; Tark Grunte Sutkiene; Lawin,Paris,Piero Bernardini; Charles Brower; J. Christopher Thomas,Piero Bernardini,Charles Brower,J. Christopher Thomas,,,TREATY
UNC506,2013,$218 million,218000000,OAO Gazprom v. Lithuania,OAO Gazprom,Russia,Lithuania,Cleary Gottlieb Steen & Hamilton,Shearman & Sterling; Tark Grunte Sutkiene; Lawin,Ad hoc (UNCITRAL) (Zurich),Bruno Simma; Karl-Heinz Böckstiegel; Christian Tomuschat,Bruno Simma,Karl-Heinz Böckstiegel,Christian Tomuschat,,,TREATY
UNC469,2013,$5 billion,5000000000,Vattenfall AB v. Federal Germany,Vattenfall AB,Sweden,Germany,Mannheimer Swartling; Luther,McDermott Will & Emery,ICSID,Albert Jan van den Berg; Vaughan Lowe; Charles Brower,Albert Jan van den Berg,Vaughan Lowe,Charles Brower,"Germany’s phase-out of nuclear power in the wake of the FUnited Kingdomushima disaster is being challenged by a Swedish utility with two nuclear power plants in Germany. A previous Energy Charter Treaty claim by Vattenfall against Germany, based on construction delays and regulation of a coal-fired power plant, settled in early 2011.",,TREATY
UNC471,2013,$1 billion,1000000000,"Ampal-American Israel Corporation (U.S), EGI-Fund (08-10) Investors LLC, EGI-Series Investments LLC, BSS-EMG Investors LLC, and David Fischer v. Arab Egypt",Ampal-American Israel Corporation,U.S,Egypt,Freshfields Bruckhaus Deringer; M. Firon & Co.,Shearman & Sterling,ICSID,L. Yves Fortier; Francisco Orrego Vicuña; Campbell McLachlan,L. Yves Fortier,Francisco Orrego Vicuña,Campbell McLachlan,"After the fall of former president Hosni Mubarak, the Egyptian gas pipeline to Israel was sabotaged more than a dozen times, and Egyptian suppliers halted a government-backed project to construct a submarine pipeline and export natural gas to Israel as an extension of Egypt and Israel's commitment to energy interdependence in their 1979 peace treaty. The suppliers cited the exporter’s alleged failure to pay for the gas delivered to it between January 2011 and March 2012. Egypt and the state-owned Egyptian supplier are now locked in multiple treaty or contract arbitrations with the exporter to Israel, East Mediterranean Gas Company, or its shareholders. In this dispute, lead claimant Ampal-American alleges violations of the Egypt-USA investment treaty based on its 12.5 percent stake in East Mediterranean. Other claimants invoke the Egypt-Germany treaty. Egypt responds that this is a disguised contract arbitration, arising exclusively out of an agreement that was signed by none of the parties to the arbitration. Egypt seeks to deny the benefits of the USA-Egypt BIT to Ampal-American pursuant to the provisions of the treaty.",,TREATY
UNC472,2013,939 million,939000000,Fábrica de Vidrios Los Andes C.A. v.  Venezuela,Fábrica de Vidrios Los Andes C.A.,Venezuela,Venezuela,Volterra Fietta; Latham & Watkins,Shearman & Sterling,"ICSID/Washington, D.C.",L. Yves Fortier; Alexis Mourre,L. Yves Fortier,Alexis Mourre,,,,TREATY
UNC475,2013,$130 million,130000000,Ternium SA (Luxembourg and Consorcio Siderugia Amazonia SL v. Venezuela,Ternium SA,Spain,Venezuela,Freshfields Bruckhaus Deringer,Attorney General’s Office,ICSID,,,,,,,TREATY
UNC482,2013,$1.34 billion,1340000000,Ping An Insurance Company of China Limited v. Kingdom of Belgium,Ping An Insurance Company of China Limited,China,Belgium,Kirkland & Ellis,Foley Hoag,ICSID,David A.R. Williams; Philippe Sands,David A.R. Williams,Philippe Sands,,"China’s Ping An Insurance alleges that Belgium unjustly enriched itself when it nationalized Fortis Bank in response to the 2008 global financial crisis, as well as destroying Ping An’s investment in the Fortis financial services group. The respondent disputes Ping An’s claim. This is believed to be the first investment treaty claim arising out of the financial crisis, the first ICSID claim against Belgium, and the first ICSID claim by a mainland Chinese investor.",,TREATY
UNC483,2013,$270 million,270000000,Georg Gavrilović and Gavrilović d.o.o. v. Croatia,Georg Gavrilović,Austria,Croatia,Baker & McKenzie; Buterin & Posavec,Shearman & Sterling,"ICSID/Washington, D.C.",Matthias Scherer; Stanimir Alexandrov,Matthias Scherer,Stanimir Alexandrov,,,,TREATY
UNC484,2013,$350 million,350000000,Supervisión y Control S.A. v. Government of Costa Rica,Supervisión y Control S.A.,Spain,Costa Rica,"Fowler, Rodriguez; Valdes-Fauli",Arnold & Porter,"ICSID/Washington, D.C.","Claus von Wobeser; Joseph P. Klock, Jr; Eduardo Silva Romero",Claus von Wobeser,"Joseph P. Klock, Jr",Eduardo Silva Romero,,,TREATY
UNC485,2013,$3 billion,3000000000,Rusoro Mining Limited v. Venezuela,Rusoro Mining Limited,Canada,Venezuela,Freshfields Bruckhaus Deringer,Foley Hoag,ICSID,Juan Fernández Armesto; Francisco Orrego Vicuña; Bruno Simma,Juan Fernández Armesto,Francisco Orrego Vicuña,Bruno Simma,"Rusoro was among the last private miners left standing in Venezuela. Now it’s just another Canadian claimant suing under the Canada/Venezuela BIT over the seizure of gold mining rights. The respondent disputes the allegations. At the time of it was nationalized in 2012, Rusoro had subsidiaries holding a total of 58 mining concessions and contracts for the exploration and exploitation of alluvial and vein gold and other minerals in the southern state of Bolívar.",,TREATY
UNC486,2013,$1 billion,1000000000,"CC/Devas LTD., Devas Employees Mauritius Private Limited, and Telcom Devas Mauritius Limited  v. India",CC/Devas LTD.,Mauritius,India,"Skadden, Arps, Slate, Meagher & Flom","Curtis, Mallet-Prevost, Colt & Mosle",Ad hoc (UNCITRAL),Marc Lalonde; Francisco Orrego Vicuña; Anil Dev Singh,Marc Lalonde,Francisco Orrego Vicuña,Anil Dev Singh,"In 2005, India's Department of Space approved a contract to lease satellite capacity to Devas Multimedia Private Limited that would enable it to provide audiovisual, broadband and mobile internet services within India through a satellite and terrestrial network. Devas’s investors include DT Asia, a Singapore subsidiary of Deutsche Telekom AG (which holds a 20 percent stake ADDED in Devas), and CC/Devas Mauritius Private Limited and Telcom Devas Mauritius Private Limited (each with 17 percent), two Mauritius affiliates of USA venture capital firms Columbia Capital LLC  and Telcom Ventures LLC.  After India moved to annul Devas's rights under the contract in February 2011, Devas brought an ICC contract arbitration against Antrix Corporation Limited, the marketing arm of India's space agency.  After that action was enjoined by the Indian Supreme court, the Mauritian investment vehicles (CC/Devas, Telcom Devas and Devas Employees Mauritius Limited) brought a treaty arbitration against India under the Mauritius-India BIT.",,TREATY
UNC487,2013,$2.5 billion,2500000000,"LSF-KEB Holdings SCA, LSF SLF Holdings SCA, HL Holdings SCA, and KUnited Kingdomdong Holdings I SCA, et al(. Belgium and Luxembourg) v. Korea","LSF-KEB Holdings SCA, LSF SLF Holdings SCA, HL Holdings SCA, and KUnited Kingdomdong Holdings I SCA, et al",Belgium/Luxembourg,Korea,Sidley Austin; Shin & Kim,"Arnold & Porter; Bae, Kim & Lee","ICSID/Washington, D.C.",V.V. Veeder; Charles Brower; Brigitte Stern,V.V. Veeder,Charles Brower,Brigitte Stern,"Dallas-based Lone Star Funds says that South Korea channeled public hostility toward their successful private equity investment in Korea Exchange Bank, which the Korean press labeled “meoktwi,” or eat-and-run foreign capitalism. Through its Belgian subsidiaries, Lone Star alleges that Korean bank regulators repeatedly blocked attempts to sell its interest in the bank, and Korean tax authorities violated the guarantee of fair treatment provided in the BIT between Belgium and South Korea. The respondent disputes Lone Star’s claim. This is the first investment treaty claim against Korea, and the largest ever filed against an East Asian state.",,TREATY
UNC488,2013,$600 million,600000000,Guardian Fiduciary Trust Ltd v. Macedonia,Guardian Fiduciary Trust Ltd,Netherlands,Macedonia,Latham & Watkins,Freshfields Bruckhaus Deringer; Janura Law Office,ICSID,Brigitte Stern; Andreas Bucher,Brigitte Stern,Andreas Bucher,,,,TREATY
UNC489,2013,$500 million,500000000,Ithaca Holdings Inc and Mikhael Nidel v.  Kyrgyz Republic,Ithaca Holdings Inc,USA,Kyrgyzstan,,Winston & Strawn,Ad hoc (UNCITRAL),Klaus Reichert; Richard DeWitt; Brigitte Stern,Klaus Reichert,Richard DeWitt,Brigitte Stern,,,TREATY
UNC491,2013,$235 million,235000000,Sanum Investments Limited v. Lao People’s Democratic Republic,Sanum Investments Limited,China,Laos,Debevoise & Plimpton; Lackey Hershman,City University of Hong Kong,,Andres Rigo Sureda,Andres Rigo Sureda,,,,,TREATY
UNC492,2013,$10.5 billion,10500000000,"Repsol, S.A. and Repsol Butano, S.A. v. Argentina","Repsol, S.A.  and Repsol Butano, S.A.",Spain,Argentina,Freshfields Bruckhaus Deringer; Uría Menéndez; Marval O'Farrell Mairal,Argentine Attorney General’s Office,ICSID,Brigitte Stern; Francisco Orrego Vicuña,Brigitte Stern,Francisco Orrego Vicuña,,"In December 2012, Spain’s leading oil company filed an arbitration under the Spain-Argentina BIT over Argentina’s April 2012 nationalization of Repsol’s 51 percent stake in Argentina’s largest oil company, Yacimientos Petrolíferos Fiscales S.A., better-known as YPF, and of Repsol Butano’s 51 percent stake in YPF Gas. This was arguably the highest-profile direct expropriation in a decade. The respondent disputes Repsol’s claims.",_unnamed,TREATY
UNC493,2013,$300 million,300000000,"Tenoch Holdings Ltd., Maxim Naumchenko and Andrey Poluektov v. Government of India","Tenoch Holdings Ltd., Maxim Naumchenko and Andrey Poluektov",Cyprus/Russia,India,Covington & Burling,Amarchand & Mangaldas,Ad hoc (UNCITRAL),Charles N. Brower,Charles N. Brower,,,,,TREATY
UNC494,2013,$500 million,500000000,Lao Holdings N.V. v. Lao People’s Democratic Republic,Lao Holdings N.V.,Aruba,Laos,Debevoise & Plimpton; Lackey Hershman; Treaty Law,City University of Hong Kong,ICSID,Ian Binnie; Bernard Hanotiau; Brigitte Stern,Ian Binnie,Bernard Hanotiau,Brigitte Stern,,,TREATY
UNC495,2013,$5 billion,5000000000,Orascom TMT Investments S.à.r.l. v.  People’s Democratic Algeria,Orascom TMT Investments S.à.r.l.,Luxembourg,Algeria,Freshfields Bruckhaus Deringer,Shearman & Sterling,ICSID,Gabrielle Kaufmann-Kohler; Brigitte Stern; Albert Jan van den Berg,Gabrielle Kaufmann-Kohler,Brigitte Stern,Albert Jan van den Berg,"In November 2012, a Luxembourg-based affiliate of Egyptian mobile phone operator Orascom Telecom Holding S.A.E. filed a Request for Arbitration under the Algeria-Belgium/Luxembourg investment treaty, based on taxation and customs measures taken by Algeria against Orascom’s Djezzy network, and the commencement of a formal nationalization process. Since filing, Weather Investment has renamed itself Orascom TMT Investments S.à.r.l. A related treaty claim has been filed by Orascom Telecom.",,TREATY
UNC497,2013,$1 billion,1000000000,"Yosef Maiman, Merhav Ltd., Merhav Ampal Group Ltd., and Merhav Ampal Energy Holdings Limited Partnership v. Arab Egypt","Yosef Maiman, Merhav",mnf,Egypt,Freshfields Bruckhaus Deringer; M. Firon & Co.,Shearman & Sterling,Ad hoc (UNCITRAL),Donald McRae; W. Michael Reisman; Christopher Thomas,Donald McRae,W. Michael Reisman,Christopher Thomas,"The second of the two treaty challenges brought by investors in East Mediterranean Gas Company to the 2011 termination of Egypt’s natural gas deal with Israel. The lead claimant in this dispute, Yosef Maiman, is the chair of East Mediterranean shareholder Ampal-American Israel Corporation. An Israeli businessman with Polish origins, Maiman brings a claim under the Egypt-Poland investment treaty. Other claimants invoke the Egypt-United Kingdom treaty. Egypt responds that this is a disguised contract arbitration, arising exclusively out of an agreement that was signed by none of the parties to the arbitration.",,TREATY
UNC498,2013,$100 million,100000000,Ali Allawi v. Islamic Pakistan,Ali Allawi,USA,Pakistan,Volterra Fietta; Eversheds,Director (legal) of Ministry of Petroleum & Natural Resources of the Government of Pakistan,PCA (UNCITRAL),L. Yves Fortier; Charles Brower; J. Christopher Thomas,L. Yves Fortier,Charles Brower,J. Christopher Thomas,,,TREATY
UNC499,2013,$1 billion,1000000000,Slovak Gas Holding v. Slovak Republic,Slovak Gas Holding,Netherlands,Slovak Republic,Freshfields Bruckhaus Deringer,Foley Hoag;David A. Pawlak LLC,ICSID,J. Christopher Thomas; Zachary Douglas;Toby Landau,J. Christopher Thomas,Zachary Douglas,Toby Landau,Claim under the Energy Charter Treaty arising out of measures taken by the government affecting rate regulation and corporate governance in the Slovak gas industry.,,TREATY
UNC501,2013,$100 million,100000000,Transban Investments Corp. v. Venezuela,Transban Investments Corp.,Barbados,Venezuela,DLA Piper,,,Pedro Martinez-Fraga,Pedro Martinez-Fraga,,,,,TREATY
UNC507,2013,$100 million,100000000,Venoklin Holding B.V. v. Venezuela,Venoklin Holding B.V.,Netherlands,Venezuela,JIMÉNEZ Y LIÉVANO ABOGADOS,"Curtis, Mallet-Prevost, Colt & Mosle","ICSID/Washington, D.C.",Enrique Gómez-Pinzón; Rodrigo Oreamuno Blanco,Enrique Gómez-Pinzón,Rodrigo Oreamuno Blanco,,,,TREATY
UNC589,2013,Billions,,Cyprus Popular Bank Public Co. Ltd. v. Hellenic Republic,Cyprus Popular Bank Public Co. Ltd.,Cyprus,Greece,"Skadden, Arps, Slate, Meagher & Flom",Not yet known,ICSID,Tribunal not yet constituted,Tribunal not yet constituted,,,"Nationalized by Cyprus in mid-2012 because of its exposure to Greek debt, Cyprus Popular Bank is arguing that Greece’s capital and liquidity assistance to Greek banks in early 2012 discriminated against foreign investors in violation of the Cyprus-Greece BIT. The respondent disputes Cyprus Popular’s claim. This case will test the power of investment claims in the context of sovereign restructuring, as well as the arbitrability of claims between one EU member state and an investor controlled by another. Turning the tables, Greece’s Marfin Bank announced in January that it planned to bring an arbitration against Cyprus for nationalizing its stake in Cyprus Popular.",,TREATY
NOT021,2013,$1.2 billion,1200000000,Sudapet Company Ltd. v. South Sudan,Sudapet Company Ltd.,Sudan,South Sudan,Dentons; Matrix Chambers,"Skadden, Arps, Slate, Meagher & Flom",ICSID,Campbell McLachlan; David Williams; Gavan Griffith,Campbell McLachlan,David Williams,Gavan Griffith,"A year after South Sudan’s 2011 secession, Sudan’s national oil company, Sudapet, filed a claim for the expropriation of its oil assets in South Sudan under the Investment Promotion Act in the new state’s interim Constitution. The respondent disputes Sudapet’s claims. This is believed to be the first ICSID dispute to turn on issues of state succession and, in particular, the ownership of state oil resources following the formation of a new independent state.",,TREATY
NOT022,2013,$100 million,100000000,Peter Allard v. Government of Barbados,Peter Allard,Canada,Barbados,McMillan Binch,Volterra Fietta,"Ad hoc/UNCITRAL, New York (Permanent Court of Arbitration)",Gavin Griffiths; Michael Reisman; Andrew Newcombe,Gavin Griffiths,Michael Reisman,Andrew Newcombe,,,TREATY
NOT023,2013,$100 million,100000000,Planet Mining Pty Ltd v. Indonesia,Planet Mining Pty Ltd,Australia,Indonesia,Freshfields Bruckhaus Deringer; Quinn Emanuel Urquhart & Sullivan,"Minister of Law and Human Rights, Indonesia","ICSID/Washington, D.C.",Gabrielle Kaufmann-Kohler; Albert Jan van den Berg; Michael Hwang,Gabrielle Kaufmann-Kohler,Albert Jan van den Berg,Michael Hwang,,,TREATY
NOT024,2013,More than $1 billion,1000000000,"International Quantum Resources Limited, Frontier SPRL, and Compagnie Minière de Sakania SPRL v. Democratic the Congo",International Quantum Resources Limited,Congo,Congo,Fasken Martineau,Bredin Prat,"ICSID/Washington, D.C.",Pierre Tercier; Brigitte Stern; Horacio Grigera Naon,Pierre Tercier,Brigitte Stern,Horacio Grigera Naon,"After Canada's First Quantum Minerals brought an ICC arbitration against Congo over its giant Kolwezi copper project in February 2010, Congo halted operations of the Frontier and Lonshi copper mines operated by other Quantum entities near the border with Zambia. In this ICSID arbitration, filed in the summer of 2010, claimants alleged that Congo's actions violated the Congo Mining Code's guarantee of secure investment, and sought reinstatement of their mining permits. These cases, and related litigation in the British Virgin Islands with European Natural Resources Corporation PLC, settled in March 2012 as a condition of ENRC buying the disputed Congolese assets from First Quantum for $1.25 billion.",,TREATY
NOT025,2013,$103 million,103000000,Brandes Investment Partners v. Venezuela,Brandes Investment Partners,USA,Venezuela,"Milbank, Tweed, Hadley & Mccloy; Travieso, Evans, Arria, Rengel & Paz","Curtis, Mallet-Prevost, Colt & Mosle","ICSID/Washington, D.C.",Rodrigo Oreamuno; Karl-Heinz Böckstiegel; Brigitte Stern,Rodrigo Oreamuno,Karl-Heinz Böckstiegel,Brigitte Stern,,,TREATY
NOT026,2013,$2 billion,2000000000,"Agip Karachaganak B.V., BG Karachaganak LTD., Chevron International Petroleum Company (U.S), LUnited Kingdomoil Overseas Karachaganak B.V., and Karachaganak Petroleum Operating B.V. v. Kazakhstan and SC NC KazMunaiGas",Agip Karachaganak B.V.,Netherlands,Kazakhstan and SC NC KazMunaiGas,Freshfields Bruckhaus Deringer,"Curtis, Mallet-Prevost, Colt & Mosle",Ad hoc (UNCITRAL),V.V. Veeder,V.V. Veeder,,,"Investors developing the Karachaganak oil field sued Kazakhstan under the Energy Charter Treaty, the USA-Kazakhstan investment treaty and the production sharing agreement. The companies asserted that Kazakhstan breached Kazakh laws and the stabilization pact in the contract by imposing various taxes and customs duties.  Settled with parallel contract arbitration in June 2012. By the terms of settlement, the investors agreed to transfer 5 percent of the project (worth $1 billion) to the Kazakh national oil company NC KazMunaiGas JSC; and KMG agreed to purchase an additional 5 percent for $1 billion.",,TREATY
NOT027,2013,$250 million,250000000,"DP World Callao S.R.L., P&O Dover Limited (U..K), The Penninsular and Oriental Steam Navigation Company (U..K) v. The Peru",DP World Callao S.R.L.,Peru,Peru,Cleary Gottlieb Steen & Hamilton; Rodrigo Elias & Medrano,White & Case; Estudio Echecopar,"ICSID/Washington, D.C.",V.V. Veeder; Francisco Orrego Vicuña; Claus von Wobeser,V.V. Veeder,Francisco Orrego Vicuña,Claus von Wobeser,,,TREATY
NOT028,2013,$250 million,250000000,Inna Gudavadze v. Georgia,Inna Gudavadze,Russia and Georgia,Georgia,Hogans Lovells,White & Case,Ad hoc (UNCITRAL)/Paris,William Park; David Williams; Bernard Hanotiau,William Park,David Williams,Bernard Hanotiau,,,TREATY
NOT029,2013,$283 million,283000000,Ruby Roz v. Kazakhstan,Ruby Roz,Kazakhstan,Kazakhstan,Crowell & Moring,"Curtis, Mallet-Prevost, Colt & Mosle",Ad hoc (UNCITRAL)/Paris,Alan Redfern; Joseph Neuhaus; Bruno Boesch,Alan Redfern,Joseph Neuhaus,Bruno Boesch,,,TREATY
NOT030,2013,$300 million,300000000,"Swissbourgh Diamond Mines Limited, Josias Van Zyl, The Josias Van Zyl Family Trust, The Burmilla Trust, Matsoku Diamonds Limited, Motete Diamonds Limited, Orange Diamonds Limited, Patiseng Diamonds Limited, and Rampai Diamonds Limited v.  Kingdom Of Lesotho",Swissbourgh Diamond Mines,PTY,Lesotho,Covington & Burling; Couzyn Hertzog & Horak,Minister of Law & Constitutional Affairs; Webber Newdigate,Ad hoc (UNCITRAL)/The Hague,Doak Bishop; Justice N V Hurt,Doak Bishop,Justice N V Hurt,,,,TREATY
NOT031,2013,$400 million,400000000,Sabafon v. Yemen,Sabafon,Yemen,Yemen,Freshfields Bruckhaus Deringer; Jamal Adimi,Burnet Duckworth & Palmer,UNCITRAL/Dubai,Guillermo Aguilar-Alvarez; Bernard Hanotiau; Antonio de Fina,Guillermo Aguilar-Alvarez,Bernard Hanotiau,Antonio de Fina,,,TREATY
NOT032,2013,$500 million,500000000,"Repsol YPF Ecuador SA., Murphy Ecuador Oil Company SA, CRS Resources LDC (Cayman Islands, and Overseas Petroleum and Investment Corporation v. Ecuador, Empresa Estatal Petróleos del Ecuador, and PetroEcuador",Repsol YPF Ecuador SA.,Ecuador,Ecuador,Freshfields Bruckhaus Deringer,Winston & Strawn; Attorney General's Office,"ICSID/Washington, D.C.",Rodrigo Oreamuno Blanco; Raul Vinuesa; Horacio Grigera Naon,Rodrigo Oreamuno Blanco,Raul Vinuesa,Horacio Grigera Naon,,,TREATY
NOT033,2013,$500 million,500000000,United States of America v. Canada,United States of America,USA,Canada,USA Dept. of Justice,Hughes Hubbard & Reed; Akin Gump Strauss Hauer & Feld,LCIA/London,Klaus Sachs; V.V. Veeder; A.J. van den Berg,Klaus Sachs,V.V. Veeder,A.J. van den Berg,,,TREATY
NOT034,2013,$670 million,670000000,"HG Capital, Ampere, Element Power, MEIF, Withowl , NIBC, Werec, AES, Eoxis, MPC Capital, Ceconat, Arisol and KGAL v. Government of Spain","HG Capital , Eoxis, MPC Capital, Ceconat, Arisol and KGAL",Netherlands,Spain,Allen & Overy,Herbert Smith Freehills,Ad hoc (UNCITRAL); PCA- ECT Arbitration/Geneva,Gabrielle Kaufmann-Kohler; Charles Brower; Bernardo Sepulveda-Amor,Gabrielle Kaufmann-Kohler,Charles Brower,Bernardo Sepulveda-Amor,,,TREATY
